purchase_id,category,price,purchase_datetime,hour_of_day,day_of_week,is_weekend,is_late_night,time_on_page_seconds,is_impulse_buy,num_page_visits,was_on_sale,outcome,days_until_return,regret_probability
PUR-877259,clothing,148.45,2025-04-02 05:56:57,5,Wednesday,False,False,223,False,6,True,returned,8.0,0.552
PUR-498290,electronics,62.16,2025-02-17 22:17:57,22,Monday,False,True,752,False,7,True,returned,8.0,0.625
PUR-614426,books,29.97,2024-12-27 19:33:57,19,Friday,False,False,278,False,8,False,kept,,0.045
PUR-772985,toys,33.55,2025-06-01 11:46:57,11,Sunday,True,False,752,False,8,True,kept,,0.239
PUR-342675,shoes,145.27,2025-10-20 19:51:57,19,Monday,False,False,797,False,1,False,kept,,0.45
PUR-746467,clothing,133.15,2025-11-24 10:22:57,10,Monday,False,False,481,False,6,True,kept,,0.552
PUR-388086,toys,102.3,2025-11-20 16:20:57,16,Thursday,False,False,579,False,7,True,kept,,0.225
PUR-352674,home_goods,19.89,2024-12-05 19:27:57,19,Thursday,False,False,840,False,3,True,returned,5.0,0.307
PUR-581294,books,34.79,2025-07-22 05:37:57,5,Tuesday,False,False,829,False,7,True,kept,,0.08
PUR-896483,books,49.61,2025-08-05 07:11:57,7,Tuesday,False,False,862,False,2,False,kept,,0.061
PUR-186702,shoes,50.57,2025-05-18 04:19:57,4,Sunday,True,False,502,False,1,False,kept,,0.63
PUR-340927,toys,128.35,2025-01-02 06:18:57,6,Thursday,False,False,893,False,2,False,kept,,0.171
PUR-393992,books,46.05,2024-12-08 22:24:57,22,Sunday,True,True,292,False,1,False,kept,,0.224
PUR-517643,shoes,69.46,2025-06-20 16:41:57,16,Friday,False,False,616,False,3,False,kept,,0.406
PUR-502491,clothing,67.88,2025-02-13 09:18:57,9,Thursday,False,False,869,False,7,False,kept,,0.309
PUR-979414,electronics,642.87,2024-12-10 17:49:57,17,Tuesday,False,False,527,False,6,True,kept,,0.421
PUR-614435,clothing,74.49,2025-01-17 21:29:57,21,Friday,False,False,807,False,6,True,returned,15.0,0.552
PUR-936821,books,24.23,2025-05-20 03:43:57,3,Tuesday,False,False,711,False,7,True,kept,,0.08
PUR-211726,books,38.52,2025-10-17 08:45:57,8,Friday,False,False,404,False,3,False,kept,,0.058
PUR-570646,clothing,20.83,2025-06-24 02:31:57,2,Tuesday,False,True,794,False,5,True,returned,14.0,0.85
PUR-506637,sports,63.73,2025-10-14 05:19:57,5,Tuesday,False,False,110,True,6,False,returned,14.0,0.477
PUR-415759,clothing,135.98,2025-02-15 09:18:57,9,Saturday,True,False,548,False,3,False,returned,9.0,0.531
PUR-478666,home_goods,155.54,2025-10-27 11:27:57,11,Monday,False,False,297,False,7,True,kept,,0.312
PUR-514913,home_goods,284.1,2025-01-12 01:16:57,1,Sunday,True,True,646,False,4,False,returned,1.0,0.85
PUR-723266,beauty,103.37,2025-05-18 06:26:57,6,Sunday,True,False,357,False,7,False,kept,,0.309
PUR-434640,electronics,275.33,2025-01-23 18:42:57,18,Thursday,False,False,505,False,6,True,kept,,0.368
PUR-482746,home_goods,224.44,2025-01-08 01:18:57,1,Wednesday,False,True,815,False,4,True,returned,13.0,0.85
PUR-559753,clothing,169.13,2025-08-17 22:20:57,22,Sunday,True,True,199,False,1,False,returned,7.0,0.85
PUR-849979,home_goods,251.92,2025-10-24 03:11:57,3,Friday,False,False,526,False,3,False,returned,5.0,0.316
PUR-825309,sports,320.9,2025-10-22 02:16:57,2,Wednesday,False,True,505,False,7,False,kept,,0.72
PUR-274418,sports,228.87,2025-05-27 17:57:57,17,Tuesday,False,False,846,False,2,True,returned,12.0,0.633
PUR-111060,shoes,153.91,2025-01-01 19:13:57,19,Wednesday,False,False,424,False,6,False,kept,,0.348
PUR-909859,clothing,61.4,2025-03-11 17:21:57,17,Tuesday,False,False,586,False,4,False,kept,,0.36
PUR-465249,electronics,308.73,2025-11-16 01:48:57,1,Sunday,True,True,317,False,7,False,returned,5.0,0.72
PUR-434400,home_goods,112.77,2025-08-15 00:24:57,0,Friday,False,True,371,False,8,True,returned,15.0,0.742
PUR-272337,clothing,68.04,2024-11-30 13:53:57,13,Saturday,True,False,884,False,6,False,kept,,0.455
PUR-524723,books,30.64,2025-02-19 11:33:57,11,Wednesday,False,False,588,False,7,False,kept,,0.047
PUR-104666,electronics,189.79,2024-12-27 03:29:57,3,Friday,False,False,44,True,4,False,kept,,0.377
PUR-219490,books,18.23,2024-12-03 14:18:57,14,Tuesday,False,False,119,True,3,False,kept,,0.127
PUR-469082,home_goods,206.15,2025-03-23 00:14:57,0,Sunday,True,True,335,False,7,False,returned,12.0,0.85
PUR-350161,toys,96.43,2024-12-18 18:03:57,18,Wednesday,False,False,319,False,2,False,kept,,0.171
PUR-543588,home_goods,48.33,2025-05-20 18:45:57,18,Tuesday,False,False,538,False,7,False,returned,13.0,0.147
PUR-247111,electronics,415.0,2025-02-25 17:56:57,17,Tuesday,False,False,675,False,3,False,kept,,0.253
PUR-688861,electronics,285.94,2025-04-11 21:51:57,21,Friday,False,False,382,False,1,False,returned,13.0,0.28
PUR-934541,toys,67.28,2025-03-22 03:09:57,3,Saturday,True,False,875,False,8,False,returned,1.0,0.176
PUR-910074,books,21.68,2025-07-11 09:20:57,9,Friday,False,False,310,False,3,False,kept,,0.058
PUR-896922,toys,86.96,2025-10-01 22:47:57,22,Wednesday,False,True,289,False,6,False,kept,,0.348
PUR-571578,toys,86.49,2025-04-25 13:07:57,13,Friday,False,False,864,False,4,True,kept,,0.262
PUR-845279,home_goods,114.34,2025-10-15 01:59:57,1,Wednesday,False,True,135,False,4,True,returned,12.0,0.85
PUR-725850,sports,87.24,2025-09-18 10:02:57,10,Thursday,False,False,226,False,1,False,kept,,0.28
PUR-812296,electronics,292.74,2024-12-03 07:36:57,7,Tuesday,False,False,601,False,5,False,kept,,0.228
PUR-845951,clothing,41.69,2025-05-02 15:37:57,15,Friday,False,False,686,False,3,False,returned,5.0,0.303
PUR-179184,beauty,101.99,2024-12-17 04:23:57,4,Tuesday,False,False,160,False,5,False,kept,,0.244
PUR-102593,clothing,84.46,2025-07-08 17:55:57,17,Tuesday,False,False,392,False,8,False,kept,,0.293
PUR-517035,clothing,136.95,2025-04-07 20:12:57,20,Monday,False,False,729,False,6,False,kept,,0.325
PUR-693643,books,48.73,2025-08-12 01:37:57,1,Tuesday,False,True,345,False,5,True,kept,,0.222
PUR-265657,toys,120.36,2024-12-14 15:52:57,15,Saturday,True,False,116,True,8,True,kept,,0.658
PUR-387330,toys,73.91,2025-04-23 10:10:57,10,Wednesday,False,False,150,False,5,True,kept,,0.249
PUR-550081,clothing,124.73,2025-07-23 14:31:57,14,Wednesday,False,False,695,False,3,True,returned,8.0,0.644
PUR-109738,clothing,132.59,2025-11-28 10:24:57,10,Friday,False,False,94,True,3,False,returned,15.0,0.834
PUR-208214,shoes,183.03,2025-09-28 03:10:57,3,Sunday,True,False,150,False,8,True,returned,4.0,0.748
PUR-171734,beauty,53.59,2025-06-28 12:30:57,12,Saturday,True,False,807,False,3,False,kept,,0.379
PUR-746002,shoes,164.27,2025-09-05 02:32:57,2,Friday,False,True,754,False,4,False,returned,14.0,0.85
PUR-550246,toys,130.39,2025-10-15 13:46:57,13,Wednesday,False,False,785,False,2,False,kept,,0.171
PUR-737107,beauty,98.06,2025-07-25 08:13:57,8,Friday,False,False,101,True,4,False,kept,,0.566
PUR-297810,home_goods,237.01,2024-12-10 16:00:57,16,Tuesday,False,False,882,False,5,True,kept,,0.485
PUR-174461,sports,135.83,2025-11-01 09:23:57,9,Saturday,True,False,410,False,2,True,kept,,0.633
PUR-899776,shoes,247.11,2025-06-19 12:30:57,12,Thursday,False,False,896,False,7,False,kept,,0.463
PUR-927630,toys,143.62,2025-10-22 16:17:57,16,Wednesday,False,False,84,True,1,True,returned,2.0,0.673
PUR-771652,sports,214.98,2025-01-10 18:22:57,18,Friday,False,False,800,False,7,False,kept,,0.288
PUR-765105,electronics,258.1,2025-06-23 14:22:57,14,Monday,False,False,223,False,3,False,kept,,0.253
PUR-221620,clothing,69.63,2025-04-18 17:00:57,17,Friday,False,False,259,False,1,True,kept,,0.714
PUR-835575,toys,95.72,2025-10-31 07:12:57,7,Friday,False,False,774,False,3,True,kept,,0.276
PUR-868538,shoes,66.04,2025-06-04 00:21:57,0,Wednesday,False,True,816,False,5,True,returned,9.0,0.85
PUR-758015,clothing,143.43,2025-11-13 06:03:57,6,Thursday,False,False,454,False,5,False,returned,19.0,0.342
PUR-701790,clothing,99.38,2025-03-12 05:51:57,5,Wednesday,False,False,526,False,3,False,returned,4.0,0.379
PUR-257375,clothing,56.54,2025-03-13 16:52:57,16,Thursday,False,False,894,False,1,True,returned,13.0,0.714
PUR-384434,electronics,748.37,2025-11-09 23:03:57,23,Sunday,True,True,746,False,7,True,returned,11.0,0.85
PUR-520400,clothing,111.45,2025-09-28 00:11:57,0,Sunday,True,True,68,True,3,True,returned,2.0,0.85
PUR-922615,clothing,160.32,2025-07-07 07:34:57,7,Monday,False,False,103,True,8,True,returned,19.0,0.85
PUR-897423,home_goods,225.78,2025-07-27 02:31:57,2,Sunday,True,True,620,False,8,False,returned,18.0,0.85
PUR-110060,books,16.02,2025-05-03 16:40:57,16,Saturday,True,False,569,False,6,False,kept,,0.069
PUR-349736,beauty,15.15,2024-12-27 04:00:57,4,Friday,False,False,770,False,5,True,kept,,0.332
PUR-533121,sports,209.51,2025-10-29 12:09:57,12,Wednesday,False,False,301,False,2,True,returned,17.0,0.633
PUR-695403,beauty,63.14,2025-10-15 22:48:57,22,Wednesday,False,True,532,False,3,False,returned,19.0,0.677
PUR-972310,shoes,125.7,2025-09-23 09:36:57,9,Tuesday,False,False,282,False,6,False,kept,,0.348
PUR-262959,beauty,48.4,2025-07-12 09:50:57,9,Saturday,True,False,222,False,3,False,kept,,0.303
PUR-585854,clothing,46.3,2025-04-04 06:28:57,6,Friday,False,False,138,False,6,False,returned,10.0,0.26
PUR-142288,home_goods,257.96,2025-10-13 11:03:57,11,Monday,False,False,717,False,5,False,kept,,0.285
PUR-151328,books,43.44,2025-06-14 12:49:57,12,Saturday,True,False,743,False,4,False,kept,,0.077
PUR-199326,home_goods,89.15,2025-08-31 16:29:57,16,Sunday,True,False,890,False,8,False,kept,,0.244
PUR-490321,toys,24.27,2025-09-18 13:54:57,13,Thursday,False,False,78,True,4,True,kept,,0.462
PUR-196446,clothing,113.17,2025-07-19 14:53:57,14,Saturday,True,False,81,True,4,False,returned,5.0,0.85
PUR-130914,beauty,27.87,2025-04-06 15:44:57,15,Sunday,True,False,602,False,7,False,kept,,0.247
PUR-136332,sports,281.2,2025-09-01 05:41:57,5,Monday,False,False,206,False,5,True,kept,,0.543
PUR-243902,books,35.89,2025-03-18 02:58:57,2,Tuesday,False,True,578,False,8,True,kept,,0.19
PUR-476556,sports,99.8,2025-03-04 09:14:57,9,Tuesday,False,False,836,False,1,False,kept,,0.28
PUR-434367,toys,86.23,2025-03-25 04:56:57,4,Tuesday,False,False,594,False,6,False,kept,,0.139
PUR-267378,books,11.17,2025-07-08 15:03:57,15,Tuesday,False,False,498,False,6,False,kept,,0.05
PUR-703656,clothing,59.66,2025-07-28 08:20:57,8,Monday,False,False,850,False,1,False,kept,,0.42
PUR-720298,sports,158.05,2025-09-01 11:39:57,11,Monday,False,False,621,False,6,False,kept,,0.217
PUR-668458,shoes,184.76,2025-05-31 22:18:57,22,Saturday,True,True,160,False,4,False,returned,16.0,0.85
PUR-743966,home_goods,65.03,2025-11-09 14:51:57,14,Sunday,True,False,253,False,4,True,returned,11.0,0.51
PUR-838927,books,42.26,2025-06-06 18:43:57,18,Friday,False,False,836,False,6,True,kept,,0.084
PUR-438273,electronics,630.77,2025-03-04 05:50:57,5,Tuesday,False,False,397,False,7,False,kept,,0.235
PUR-827250,electronics,781.9,2025-04-18 20:23:57,20,Friday,False,False,679,False,6,True,kept,,0.421
PUR-836109,beauty,38.44,2025-01-31 11:30:57,11,Friday,False,False,329,False,5,True,kept,,0.332
PUR-331625,sports,344.03,2025-02-11 15:43:57,15,Tuesday,False,False,631,False,6,False,kept,,0.303
PUR-193035,clothing,169.87,2025-09-17 06:07:57,6,Wednesday,False,False,94,True,4,True,returned,21.0,0.85
PUR-855408,beauty,61.9,2025-07-16 10:39:57,10,Wednesday,False,False,724,False,2,False,kept,,0.285
PUR-672547,shoes,40.59,2025-04-17 17:28:57,17,Thursday,False,False,185,False,7,False,kept,,0.265
PUR-409234,sports,63.04,2025-03-27 22:13:57,22,Thursday,False,True,791,False,4,True,returned,2.0,0.85
PUR-454366,shoes,100.12,2025-10-06 14:33:57,14,Monday,False,False,189,False,7,True,returned,3.0,0.562
PUR-299212,toys,108.63,2025-04-21 20:44:57,20,Monday,False,False,636,False,7,True,returned,7.0,0.225
PUR-676363,sports,286.45,2025-02-25 08:12:57,8,Tuesday,False,False,303,False,5,True,returned,19.0,0.543
PUR-603660,toys,31.5,2025-05-28 16:27:57,16,Wednesday,False,False,104,True,5,False,kept,,0.258
PUR-923002,books,13.88,2025-08-15 11:14:57,11,Friday,False,False,313,False,2,False,kept,,0.061
PUR-487345,sports,201.6,2024-12-25 08:49:57,8,Wednesday,False,False,672,False,7,True,kept,,0.49
PUR-888775,electronics,384.33,2025-07-17 02:25:57,2,Thursday,False,True,284,False,4,False,returned,5.0,0.6
PUR-958160,clothing,33.71,2025-06-04 23:28:57,23,Wednesday,False,True,789,False,4,False,kept,,0.72
PUR-626491,sports,387.11,2024-12-12 01:18:57,1,Thursday,False,True,256,False,8,True,returned,2.0,0.85
PUR-816308,electronics,140.21,2025-04-13 11:44:57,11,Sunday,True,False,231,False,4,True,kept,,0.408
PUR-946561,sports,100.72,2025-01-11 12:01:57,12,Saturday,True,False,624,False,5,True,kept,,0.543
PUR-112964,clothing,33.92,2025-02-17 04:19:57,4,Monday,False,False,348,False,5,False,kept,,0.274
PUR-205896,sports,67.19,2025-09-13 12:18:57,12,Saturday,True,False,617,False,2,False,kept,,0.372
PUR-280564,home_goods,262.23,2025-06-05 03:38:57,3,Thursday,False,False,407,False,8,False,kept,,0.244
PUR-447596,home_goods,129.85,2025-01-15 21:11:57,21,Wednesday,False,False,725,False,7,True,kept,,0.312
PUR-426053,books,11.97,2025-03-30 07:57:57,7,Sunday,True,False,396,False,1,True,kept,,0.152
PUR-911630,home_goods,255.21,2024-12-06 19:48:57,19,Friday,False,False,248,False,3,True,kept,,0.537
PUR-526949,beauty,43.29,2025-04-28 21:13:57,21,Monday,False,False,106,True,4,False,kept,,0.453
PUR-522979,toys,116.33,2025-05-21 15:22:57,15,Wednesday,False,False,825,False,3,True,kept,,0.276
PUR-361609,electronics,635.39,2025-03-04 22:53:57,22,Tuesday,False,True,192,False,4,False,returned,2.0,0.686
PUR-766275,shoes,130.42,2025-05-27 18:42:57,18,Tuesday,False,False,295,False,6,False,kept,,0.348
PUR-715388,clothing,128.99,2025-07-28 05:23:57,5,Monday,False,False,623,False,8,True,kept,,0.499
PUR-995296,beauty,51.15,2025-07-18 17:01:57,17,Friday,False,False,720,False,2,True,returned,6.0,0.484
PUR-918207,books,44.28,2025-01-01 09:11:57,9,Wednesday,False,False,226,False,5,False,kept,,0.052
PUR-847362,shoes,134.3,2025-09-21 20:43:57,20,Sunday,True,False,630,False,1,True,returned,10.0,0.85
PUR-964352,home_goods,135.78,2025-05-20 05:25:57,5,Tuesday,False,False,273,False,4,False,kept,,0.214
PUR-412974,sports,244.18,2025-11-25 00:12:57,0,Tuesday,False,True,878,False,6,False,returned,10.0,0.758
PUR-783112,clothing,97.08,2025-06-09 08:14:57,8,Monday,False,False,347,False,5,True,kept,,0.582
PUR-856320,home_goods,68.68,2025-03-09 08:57:57,8,Sunday,True,False,73,True,7,False,kept,,0.566
PUR-955653,shoes,174.19,2025-06-30 07:56:57,7,Monday,False,False,443,False,7,False,returned,19.0,0.331
PUR-631958,books,23.73,2024-11-28 09:11:57,9,Thursday,False,False,562,False,8,False,kept,,0.045
PUR-899977,home_goods,255.94,2024-12-26 23:43:57,23,Thursday,False,True,315,False,2,False,returned,18.0,0.831
PUR-540897,electronics,760.19,2025-06-09 20:49:57,20,Monday,False,False,242,False,6,True,kept,,0.421
PUR-711922,beauty,54.03,2025-02-02 07:25:57,7,Sunday,True,False,886,False,2,False,kept,,0.399
PUR-244037,clothing,95.56,2025-08-21 00:47:57,0,Thursday,False,True,712,False,7,False,returned,5.0,0.772
PUR-761685,books,23.71,2025-02-10 02:45:57,2,Monday,False,True,338,False,3,False,kept,,0.144
PUR-613358,electronics,285.06,2025-10-30 16:26:57,16,Thursday,False,False,295,False,4,False,returned,6.0,0.24
PUR-139557,clothing,40.7,2025-04-19 20:27:57,20,Saturday,True,False,428,False,7,False,kept,,0.346
PUR-337256,books,39.23,2025-11-21 06:06:57,6,Friday,False,False,868,False,4,True,returned,8.0,0.093
PUR-412687,beauty,47.77,2025-10-07 04:22:57,4,Tuesday,False,False,617,False,5,True,kept,,0.332
PUR-459381,home_goods,144.94,2025-03-06 21:21:57,21,Thursday,False,False,360,False,7,False,kept,,0.184
PUR-321449,toys,60.3,2025-08-24 10:56:57,10,Sunday,True,False,846,False,7,True,returned,5.0,0.315
PUR-908713,shoes,159.73,2025-09-03 13:31:57,13,Wednesday,False,False,743,False,1,False,kept,,0.45
PUR-498724,shoes,160.66,2025-11-03 19:48:57,19,Monday,False,False,684,False,1,True,returned,15.0,0.765
PUR-383091,clothing,107.57,2025-03-30 18:45:57,18,Sunday,True,False,225,False,1,True,returned,17.0,0.85
PUR-308296,electronics,364.12,2025-10-06 00:08:57,0,Monday,False,True,647,False,2,True,returned,16.0,0.85
PUR-317782,books,41.12,2025-03-06 10:32:57,10,Thursday,False,False,735,False,7,True,returned,16.0,0.08
PUR-256389,toys,56.28,2025-11-27 16:12:57,16,Thursday,False,False,106,True,2,False,kept,,0.376
PUR-376955,clothing,144.72,2025-10-20 17:08:57,17,Monday,False,False,118,True,5,False,returned,10.0,0.753
PUR-874415,toys,17.01,2025-08-31 15:00:57,15,Sunday,True,False,312,False,6,False,kept,,0.156
PUR-752011,clothing,35.2,2025-11-05 16:00:57,16,Wednesday,False,False,156,False,3,True,kept,,0.516
PUR-385037,home_goods,265.37,2025-10-12 05:02:57,5,Sunday,True,False,365,False,3,True,returned,15.0,0.752
PUR-985364,sports,283.71,2025-03-29 03:13:57,3,Saturday,True,False,831,False,3,True,returned,2.0,0.842
PUR-741055,electronics,127.78,2025-01-30 01:03:57,1,Thursday,False,True,597,False,8,True,returned,12.0,0.594
PUR-374320,shoes,219.77,2025-09-23 00:56:57,0,Tuesday,False,True,514,False,2,False,returned,3.0,0.85
PUR-454733,beauty,16.3,2024-12-16 00:05:57,0,Monday,False,True,776,False,4,False,kept,,0.514
PUR-157216,clothing,89.26,2025-07-24 01:32:57,1,Thursday,False,True,694,False,7,True,returned,20.0,0.85
PUR-436208,shoes,171.55,2025-09-09 00:00:57,0,Tuesday,False,True,495,False,8,False,returned,16.0,0.786
PUR-581395,books,23.24,2025-07-09 15:22:57,15,Wednesday,False,False,243,False,7,False,kept,,0.047
PUR-881439,toys,122.18,2025-04-13 14:00:57,14,Sunday,True,False,525,False,8,True,kept,,0.299
PUR-749137,shoes,52.58,2025-05-01 15:19:57,15,Thursday,False,False,577,False,1,False,kept,,0.45
PUR-156911,home_goods,268.68,2025-02-14 10:13:57,10,Friday,False,False,702,False,8,False,kept,,0.244
PUR-574514,books,43.77,2025-06-11 23:05:57,23,Wednesday,False,True,649,False,8,False,kept,,0.112
PUR-406166,clothing,35.59,2024-12-26 09:54:57,9,Thursday,False,False,364,False,6,False,kept,,0.26
PUR-296653,beauty,88.72,2025-11-05 11:23:57,11,Wednesday,False,False,158,False,7,True,kept,,0.375
PUR-148759,clothing,168.83,2025-05-11 10:25:57,10,Sunday,True,False,859,False,4,False,returned,14.0,0.504
PUR-680099,clothing,143.54,2025-04-12 02:12:57,2,Saturday,True,True,618,False,3,False,returned,2.0,0.85
PUR-789461,sports,339.56,2025-03-26 00:05:57,0,Wednesday,False,True,196,False,3,False,returned,13.0,0.85
PUR-408463,beauty,67.93,2025-05-16 03:16:57,3,Friday,False,False,724,False,4,True,kept,,0.437
PUR-429159,toys,122.67,2025-09-19 03:16:57,3,Friday,False,False,731,False,5,False,kept,,0.147
PUR-844904,books,18.04,2025-01-12 18:36:57,18,Sunday,True,False,718,False,6,False,kept,,0.069
PUR-711116,electronics,427.92,2024-12-07 20:34:57,20,Saturday,True,False,742,False,2,False,kept,,0.372
PUR-126499,sports,277.84,2025-02-28 06:58:57,6,Friday,False,False,882,False,7,False,kept,,0.288
PUR-253541,sports,79.5,2024-12-20 15:42:57,15,Friday,False,False,288,False,3,False,kept,,0.253
PUR-746036,shoes,181.93,2025-06-30 10:06:57,10,Monday,False,False,569,False,1,False,kept,,0.45
PUR-506380,books,39.7,2025-02-14 04:39:57,4,Friday,False,False,538,False,5,False,returned,13.0,0.052
PUR-970300,sports,383.76,2024-12-13 06:19:57,6,Friday,False,False,70,True,1,False,returned,15.0,0.85
PUR-408467,books,46.46,2024-12-02 18:13:57,18,Monday,False,False,391,False,4,False,kept,,0.055
PUR-683635,toys,34.84,2024-12-14 14:43:57,14,Saturday,True,False,192,False,2,False,kept,,0.192
PUR-438302,home_goods,52.07,2025-02-02 08:54:57,8,Sunday,True,False,353,False,8,False,returned,5.0,0.244
PUR-176421,shoes,200.21,2025-01-11 21:01:57,21,Saturday,True,False,692,False,5,False,returned,12.0,0.718
PUR-466375,beauty,70.17,2025-08-26 00:50:57,0,Tuesday,False,True,820,False,3,False,returned,3.0,0.677
PUR-656268,books,45.34,2024-12-24 06:33:57,6,Tuesday,False,False,384,False,5,True,kept,,0.089
PUR-743512,toys,149.53,2024-12-31 16:47:57,16,Tuesday,False,False,699,False,6,False,kept,,0.139
PUR-396567,books,48.36,2024-12-14 06:30:57,6,Saturday,True,False,830,False,2,False,kept,,0.085
PUR-301863,shoes,230.49,2025-05-21 00:03:57,0,Wednesday,False,True,535,False,8,False,returned,21.0,0.85
PUR-911159,beauty,68.96,2025-10-10 11:05:57,11,Friday,False,False,565,False,1,False,returned,21.0,0.3
PUR-883171,books,44.6,2025-04-25 13:41:57,13,Friday,False,False,565,False,7,False,kept,,0.047
PUR-702891,electronics,67.81,2025-06-12 15:49:57,15,Thursday,False,False,90,True,1,True,returned,3.0,0.748
PUR-660814,books,46.44,2025-05-04 04:26:57,4,Sunday,True,False,660,False,7,False,returned,4.0,0.066
PUR-211291,shoes,171.11,2025-01-16 14:06:57,14,Thursday,False,False,778,False,1,False,returned,17.0,0.45
PUR-132316,home_goods,239.26,2025-06-26 21:49:57,21,Thursday,False,False,303,False,8,False,kept,,0.244
PUR-810189,toys,31.89,2025-08-08 12:07:57,12,Friday,False,False,415,False,5,False,kept,,0.117
PUR-513224,beauty,115.53,2025-11-22 22:59:57,22,Saturday,True,True,583,False,3,True,returned,20.0,0.85
PUR-303765,clothing,68.75,2025-06-05 10:28:57,10,Thursday,False,False,676,False,3,True,returned,9.0,0.644
PUR-362865,clothing,49.02,2025-02-11 15:00:57,15,Tuesday,False,False,784,False,8,False,returned,3.0,0.235
PUR-749609,clothing,51.59,2025-02-04 01:33:57,1,Tuesday,False,True,380,False,3,False,returned,10.0,0.85
PUR-482199,clothing,164.02,2025-06-19 01:26:57,1,Thursday,False,True,351,False,5,False,returned,19.0,0.85
PUR-390119,beauty,115.66,2025-09-03 16:34:57,16,Wednesday,False,False,267,False,4,False,kept,,0.257
PUR-214119,beauty,29.1,2025-06-12 01:25:57,1,Thursday,False,True,471,False,6,False,kept,,0.464
PUR-180176,electronics,534.16,2025-10-18 08:00:57,8,Saturday,True,False,861,False,3,False,returned,21.0,0.404
PUR-678388,clothing,162.74,2025-03-13 20:53:57,20,Thursday,False,False,847,False,7,False,returned,2.0,0.309
PUR-868844,home_goods,169.89,2025-02-25 01:13:57,1,Tuesday,False,True,808,False,3,False,returned,19.0,0.564
PUR-989173,home_goods,53.16,2025-03-17 00:49:57,0,Monday,False,True,421,False,6,False,kept,,0.484
PUR-142383,electronics,617.9,2025-09-18 02:44:57,2,Thursday,False,True,198,False,3,False,returned,12.0,0.722
PUR-929906,books,40.46,2025-08-02 14:38:57,14,Saturday,True,False,393,False,4,True,kept,,0.131
PUR-764343,beauty,55.75,2025-04-10 15:52:57,15,Thursday,False,False,679,False,6,True,kept,,0.395
PUR-785073,home_goods,252.94,2025-07-16 22:20:57,22,Wednesday,False,True,598,False,3,False,returned,19.0,0.79
PUR-931161,clothing,102.67,2025-05-20 09:21:57,9,Tuesday,False,False,430,False,6,False,kept,,0.325
PUR-394450,toys,134.2,2025-11-24 23:58:57,23,Monday,False,True,157,False,8,True,returned,21.0,0.534
PUR-446265,books,16.01,2025-09-09 05:16:57,5,Tuesday,False,False,749,False,2,False,kept,,0.061
PUR-145240,clothing,97.04,2025-03-28 01:41:57,1,Friday,False,True,619,False,3,False,returned,8.0,0.85
PUR-370804,electronics,480.11,2025-09-07 12:14:57,12,Sunday,True,False,539,False,1,False,returned,6.0,0.392
PUR-961198,electronics,437.48,2025-05-04 21:18:57,21,Sunday,True,False,667,False,1,False,kept,,0.392
PUR-249644,home_goods,284.97,2025-08-10 02:16:57,2,Sunday,True,True,497,False,8,True,returned,20.0,0.85
PUR-172187,electronics,517.41,2025-03-12 08:44:57,8,Wednesday,False,False,756,False,6,False,kept,,0.248
PUR-286040,books,25.13,2025-09-22 13:53:57,13,Monday,False,False,222,False,7,False,kept,,0.047
PUR-732789,toys,136.23,2025-01-25 14:58:57,14,Saturday,True,False,817,False,2,True,kept,,0.407
PUR-549793,shoes,227.33,2024-12-15 20:27:57,20,Sunday,True,False,549,False,7,False,returned,17.0,0.648
PUR-903061,books,47.54,2025-03-27 04:32:57,4,Thursday,False,False,618,False,2,False,kept,,0.061
PUR-706063,books,46.4,2025-10-17 07:16:57,7,Friday,False,False,571,False,7,True,returned,1.0,0.08
PUR-783226,clothing,103.16,2025-05-19 20:41:57,20,Monday,False,False,719,False,6,False,returned,14.0,0.325
PUR-313588,home_goods,89.47,2025-02-27 03:18:57,3,Thursday,False,False,389,False,5,False,kept,,0.204
PUR-911801,sports,232.04,2025-02-16 01:43:57,1,Sunday,True,True,394,False,8,True,returned,12.0,0.85
PUR-205149,sports,300.92,2024-12-26 13:07:57,13,Thursday,False,False,250,False,8,False,kept,,0.274
PUR-105547,books,30.33,2025-06-07 23:15:57,23,Saturday,True,True,728,False,1,True,kept,,0.381
PUR-139589,clothing,151.72,2025-03-31 21:27:57,21,Monday,False,False,105,True,2,True,returned,20.0,0.85
PUR-911187,sports,374.01,2025-05-06 21:13:57,21,Tuesday,False,False,548,False,5,False,kept,,0.319
PUR-635348,electronics,530.22,2025-04-18 16:42:57,16,Friday,False,False,885,False,5,True,kept,,0.443
PUR-389340,books,34.61,2024-12-18 15:31:57,15,Wednesday,False,False,259,False,1,False,kept,,0.064
PUR-676289,sports,157.42,2025-05-10 04:17:57,4,Saturday,True,False,220,False,1,False,returned,3.0,0.392
PUR-576849,home_goods,221.95,2025-02-14 22:32:57,22,Friday,False,True,370,False,5,True,kept,,0.85
PUR-456480,sports,240.59,2025-07-18 11:28:57,11,Friday,False,False,533,False,2,False,kept,,0.372
PUR-690525,clothing,148.47,2025-07-19 23:02:57,23,Saturday,True,True,827,False,5,False,kept,,0.85
PUR-764442,toys,117.8,2025-06-08 02:11:57,2,Sunday,True,True,486,False,1,False,returned,13.0,0.63
PUR-401244,books,37.08,2025-08-03 06:28:57,6,Sunday,True,False,376,False,1,False,kept,,0.09
PUR-382146,clothing,83.83,2025-06-06 14:19:57,14,Friday,False,False,197,False,8,True,returned,19.0,0.499
